temperature,pressure,humidity
22.03,100962,50
22.02,100957,50
22.02,100949,50
22.03,100959,50
22.03,100956,50
22.02,100954,50
22.02,100960,50
22.01,100957,50
22.01,100958,50
22,100951,50
22,100953,50
22,100948,50
22,100951,50
22,100950,50
22,100962,50
21.99,100949,50
21.99,100955,50
22,100959,50
21.99,100952,50
21.99,100949,50
21.99,100949,50
21.99,100955,50
21.99,100951,50
21.98,100953,50
22,100962,50
21.99,100949,50
22,100951,50
21.99,100949,50
21.99,100955,50
22,100950,50
22,100951,50
22,100957,50
22,100957,50
22,100957,50
22,100951,50
22,100951,50
22,100950,50
22.01,100952,50
22,100951,50
22,100957,50
22.01,100956,50
22.01,100955,50
22,100954,50
22,100954,50
22.01,100956,50
22,100962,50
22,100951,50
22,100951,50
22.01,100953,50
22,100954,50
22.01,100952,50
22.01,100961,50
22,100957,50
22.01,100955,50
22,100954,50
22.01,100953,50
22,100948,50
22.01,100955,50
22,100957,50
22.01,100949,50
22.01,100953,50
22.02,100962,50
22.02,100954,50
22.02,100954,50
22.02,100949,50
22.02,100954,50
22.01,100947,50
22.01,100956,50
22.03,100962,50
22.02,100954,50
22.03,100956,50
22.03,100955,50
22.03,100956,50
22.02,100954,50
22.03,100953,50
22.04,100958,50
22.02,100954,50
22.03,100956,50
22.03,100956,50
22.03,100951,50
22.04,100961,50
22.03,100951,50
22.04,100955,50
22.05,100959,50
22.04,100955,50
22.05,100954,50
22.05,100959,50
22.05,100957,50
22.04,100955,50
22.04,100952,50
22.04,100955,50
22.05,100953,50
22.05,100960,50
22.05,100954,50
22.05,100960,50
22.05,100957,50
22.05,100960,50
22.05,100960,50
22.05,100960,50
22.06,100959,50
22.06,100960,50
22.06,100955,50
22.05,100954,50
22.06,100950,50
22.06,100959,50
22.06,100956,50
22.05,100954,50
22.04,100950,50
22.05,100960,50
22.06,100960,50
22.06,100959,50
22.06,100956,50
22.05,100954,50
22.06,100961,50
22.05,100951,50
22.06,100950,50
22.06,100950,50
22.05,100954,50
22.06,100956,50
22.05,100954,50
22.05,100954,50
22.06,100958,50
22.06,100956,50
22.05,100954,50
22.07,100959,50
22.06,100953,50
22.06,100959,50
22.05,100954,50
22.05,100954,50
22.04,100961,50
22.06,100955,50
22.06,100955,50
22.06,100958,50
22.06,100963,50
22.05,100959,50
22.04,100952,50
22.04,100961,50
22.04,100958,50
22.04,100961,50
22.05,100959,50
22.05,100960,50
22.04,100958,50
22.05,100960,50
22.05,100954,50
22.05,100960,50
22.05,100954,50
22.05,100960,50
22.05,100954,50
22.04,100961,50
22.05,100959,50
22.05,100954,50
22.05,100957,50
22.05,100954,50
22.05,100957,50
22.06,100955,50
22.05,100954,50
22.04,100955,50
22.05,100962,50
22.05,100960,50
22.05,100960,50
22.04,100955,50
22.05,100962,50
22.05,100959,50
22.05,100950,50
22.05,100965,50
22.05,100954,50
22.05,100954,50
22.05,100959,50
22.05,100951,50
22.05,100957,50
22.04,100958,50
22.04,100955,50
22.05,100954,50
22.05,100960,50
22.06,100955,50
22.05,100954,50
22.05,100960,50
22.04,100950,50
22.05,100954,50
22.06,100955,50
22.05,100951,50
22.05,100954,50
22.04,100955,50
22.06,100955,50
22.05,100954,50
22.04,100963,50
22.05,100959,50
22.06,100960,50
22.05,100960,50
22.05,100959,50
22.06,100955,50
22.05,100954,50
22.06,100953,50
22.05,100954,50
22.06,100955,50
22.05,100954,50
22.05,100957,50
22.05,100960,50
22.06,100960,50
22.06,100967,50
22.05,100950,50
22.05,100957,50
22.05,100957,50
22.06,100955,50
22.05,100954,50
22.05,100954,50
22.05,100957,50
22.06,100958,50
22.06,100959,50
22.06,100960,50
22.05,100954,50
22.06,100956,50
22.07,100957,50
22.07,100957,50
22.07,100963,50
22.07,100959,50
22.07,100959,50
22.06,100956,50
22.07,100957,50
22.07,100957,50
22.07,100963,50
22.06,100964,50
22.07,100952,50
22.07,100957,50
22.08,100958,50
22.08,100962,50
22.07,100957,50
22.07,100963,50
22.07,100952,50
22.07,100957,50
22.09,100960,50
22.08,100959,50
22.07,100955,50
22.08,100962,50
22.08,100964,50
22.08,100956,50
22.08,100956,50
22.07,100949,50
22.09,100963,50
22.08,100954,50
22.09,100954,50
22.08,100959,50
22.09,100960,50
22.08,100959,50
22.08,100959,50
22.08,100954,50
22.09,100961,50
22.09,100957,50
22.08,100956,50
22.08,100953,50
22.09,100960,50
22.08,100954,50
22.09,100960,50
22.09,100960,50
22.08,100954,50
22.09,100958,50
22.09,100960,50
22.1,100951,50
22.09,100957,50
22.09,100958,50
22.09,100961,50
22.08,100956,50
22.08,100954,50
22.09,100960,50
22.09,100958,50
22.08,100959,50
22.09,100955,50
22.08,100951,50
22.1,100963,50
22.09,100953,50
22.1,100959,50
22.09,100961,50
22.09,100958,50
22.09,100955,50
22.1,100962,50
22.09,100955,50
22.1,100957,50
22.09,100953,50
22.1,100963,50
22.1,100954,50
22.09,100961,50
22.1,100953,50
22.09,100955,50
22.09,100954,50
22.09,100955,50
22.08,100954,50
22.07,100960,50
22.08,100959,50
22.08,100959,50
22.08,100959,50
22.08,100958,50
22.08,100953,50
22.07,100960,50
22.08,100956,50
22.08,100958,50
22.07,100960,50
22.07,100957,50
22.06,100950,50
22.07,100957,50
22.07,100957,50
22.07,100952,50
22.06,100961,50
22.07,100959,50
22.06,100953,50
22.06,100959,50
22.06,100956,50
22.06,100947,50
22.06,100956,50
22.05,100960,50
22.05,100957,50
22.05,100954,50
22.05,100965,50
22.05,100959,50
22.05,100962,50
22.05,100954,50
22.05,100959,50
22.04,100958,50
22.04,100952,50
22.04,100955,50
22.04,100958,50
22.04,100955,50
22.04,100958,50
22.04,100947,50
22.05,100959,50
22.05,100959,50
22.04,100952,50
22.06,100960,50
22.05,100954,50
22.05,100957,50
22.06,100959,50
22.06,100956,50
22.06,100959,50
22.06,100959,50
22.07,100952,50
22.07,100957,50
22.07,100957,50
22.08,100959,50
22.09,100955,50
22.08,100954,50
22.08,100954,50
22.08,100951,50
22.08,100956,50
22.08,100954,50
22.07,100952,50
22.08,100954,50
22.08,100959,50
22.09,100957,50
22.08,100956,50
22.08,100954,50
22.09,100957,50
22.09,100957,50
22.08,100948,50
22.09,100955,50
22.1,100963,50
22.08,100954,50
22.08,100954,50
22.09,100953,50
22.09,100955,50
22.1,100956,50
22.1,100956,50
22.1,100951,50
22.1,100957,50
22.1,100957,50
22.09,100955,50
22.1,100957,50
22.1,100951,50
22.1,100960,50
22.1,100954,50
22.1,100956,50
22.1,100951,50
22.1,100957,50
22.11,100953,50
22.11,100953,50
22.11,100956,50
22.12,100960,50
22.12,100948,50
22.12,100960,50
22.12,100955,50
22.13,100954,50
22.12,100955,50
22.13,100959,50
22.13,100956,50
22.13,100956,50
22.12,100952,50
22.12,100955,50
22.14,100960,50
22.13,100961,50
22.13,100968,50
22.12,100948,50
22.11,100953,50
22.12,100957,50
22.11,100953,50
22.12,100955,50
22.11,100961,50
22.12,100965,50
22.12,100960,50
22.11,100959,50
22.12,100960,50
22.11,100959,50
22.1,100960,50
22.12,100960,50
22.11,100953,50
22.11,100952,50
22.11,100956,50
22.11,100959,50
22.12,100960,50
22.12,100968,50
22.11,100953,50
22.12,100960,50
22.12,100954,50
22.12,100960,50
22.12,100960,50
22.13,100957,50
22.13,100962,50
22.12,100958,50
22.12,100960,50
22.13,100957,50
22.12,100968,50
22.12,100958,50
22.13,100961,50
22.12,100960,50
22.12,100960,50
22.12,100955,50
22.12,100960,50
22.12,100960,50
22.11,100956,50
22.12,100957,50
22.11,100953,50
22.12,100957,50
22.12,100955,50
22.12,100958,50
22.11,100956,50
22.12,100960,50
22.13,100962,50
22.11,100959,50
22.12,100958,50
22.12,100960,50
22.12,100960,50
22.13,100950,50
22.13,100957,50
22.15,100959,50
22.14,100953,50
22.13,100954,50
22.14,100960,50
22.13,100954,50
22.14,100957,50
22.13,100959,50
22.13,100957,50
22.13,100951,50
22.13,100959,50
22.13,100951,50
22.13,100950,50
22.13,100956,50
22.13,100959,50
22.13,100954,50
22.12,100955,50
22.12,100962,50
22.12,100960,50
22.11,100959,50
22.11,100953,50
22.12,100955,50
22.11,100953,50
22.12,100954,50
22.11,100953,50
22.11,100953,50
22.12,100948,50
22.11,100953,50
22.12,100962,50
22.11,100959,50
22.11,100947,50
22.11,100950,50
22.1,100957,50
22.1,100957,50
22.11,100953,50
22.1,100957,50
22.1,100963,50
22.11,100956,50
22.1,100957,50
22.1,100953,50
22.1,100953,50
22.1,100954,50
22.1,100956,50
22.09,100955,50
22.1,100951,50
22.09,100955,50
22.09,100953,50
22.1,100954,50
22.1,100951,50
22.1,100960,50
22.11,100961,50
22.11,100953,50
22.11,100952,50
22.11,100953,50
22.1,100949,50
22.11,100956,50
22.11,100950,50
22.1,100957,50
22.11,100953,50
22.11,100953,50
22.11,100959,50
22.12,100955,50
22.11,100959,50
22.1,100957,50
22.11,100963,50
22.11,100956,50
22.1,100957,50
22.1,100963,50
22.09,100955,50
22.1,100959,50
22.1,100956,50
22.1,100956,50
22.1,100956,50
22.09,100953,50
22.08,100954,50
22.09,100955,50
22.09,100955,50
22.09,100955,50
22.09,100953,50
22.1,100957,50
22.09,100953,50
22.1,100956,50
22.09,100957,50
22.1,100953,50
22.1,100951,50
22.09,100955,50
22.09,100957,50
22.09,100961,50
22.1,100956,50
22.1,100962,50
22.09,100958,50
22.09,100955,50
22.1,100959,50
22.09,100955,50
22.09,100955,50
22.08,100954,50
22.09,100961,50
22.09,100955,50
22.09,100954,50
22.09,100958,50
22.08,100954,50
22.09,100954,50
22.09,100953,50
22.09,100954,50
22.1,100960,50
22.09,100958,50
22.09,100955,50
22.1,100957,50
22.1,100957,50
22.1,100963,50
22.09,100961,50
22.09,100955,50
22.1,100962,50
22.1,100954,50
22.1,100963,50
22.11,100952,50
22.09,100955,50
22.1,100954,50
22.1,100957,50
22.1,100960,50
22.1,100960,50
22.11,100958,50
22.11,100955,50
22.11,100953,50
22.12,100957,50
22.11,100953,50
22.11,100952,50
22.11,100959,50
22.1,100946,50
22.1,100957,50
22.12,100954,50
22.11,100958,50
22.11,100955,50
22.11,100956,50
22.1,100960,50
22.1,100957,50
22.1,100954,50
22.11,100964,50
22.11,100959,50
22.1,100951,50
22.1,100951,50
22.11,100950,50
22.11,100950,50
22.12,100960,50
22.12,100960,50
22.12,100955,50
22.12,100955,50
22.12,100958,50
22.11,100956,50
22.12,100952,50
22.12,100955,50
22.12,100955,50
22.13,100956,50
22.12,100955,50
22.12,100952,50
22.11,100959,50
22.12,100957,50
22.12,100955,50
22.12,100952,50
22.12,100951,50
22.12,100952,50
22.12,100960,50
22.13,100954,50
22.13,100953,50
22.13,100956,50
22.13,100956,50
22.12,100955,50
22.13,100956,50
22.12,100955,50
22.13,100950,50
22.13,100957,50
22.12,100952,50
22.14,100958,50
22.12,100955,50
22.12,100952,50
22.13,100957,50
22.14,100955,50
22.13,100951,50
22.13,100948,50
22.13,100954,50
22.13,100954,50
22.13,100957,50
22.13,100948,50
22.14,100958,50
22.14,100958,50
22.14,100958,50
22.16,100951,50
22.15,100957,50
22.15,100954,50
22.16,100951,50
22.16,100959,50
22.15,100949,50
22.16,100951,50
22.16,100956,50
22.17,100951,50
22.16,100951,50
22.16,100956,50
22.16,100951,50
22.17,100957,50
22.18,100963,50
22.18,100947,50
22.18,100958,50
22.17,100954,50
22.18,100960,50
22.16,100956,50
22.18,100958,50
22.18,100958,50
22.18,100951,50
22.18,100952,50
22.18,100960,50
22.18,100954,50
22.2,100956,50
22.19,100958,50
22.18,100959,50
22.18,100956,50
22.18,100957,50
22.18,100960,50
22.2,100957,50
22.19,100955,50
22.19,100955,50
22.2,100961,50
22.18,100954,50
22.2,100956,50
22.19,100955,50
22.19,100960,50
22.2,100954,50
22.18,100951,50
22.2,100958,50
22.19,100949,50
22.2,100956,50
22.2,100956,50
22.2,100956,50
22.2,100957,50
22.2,100956,50
22.2,100956,50
22.2,100951,50
22.2,100957,50
22.21,100957,50
22.2,100956,50
22.21,100957,50
22.19,100952,50
22.2,100956,50
22.2,100956,50
22.18,100962,50
22.2,100956,50
22.21,100957,50
22.2,100962,50
22.21,100955,50
22.2,100957,50
22.2,100956,50
22.21,100957,50
22.21,100957,50
22.21,100955,50
22.21,100952,50
22.21,100952,50
22.21,100946,50
22.2,100957,50
22.21,100955,50
22.21,100963,50
22.21,100957,50
22.21,100963,50
22.21,100957,50
22.2,100956,50
22.21,100955,50
22.2,100953,50
22.2,100961,50
22.19,100960,50
22.2,100956,50
22.18,100953,50
22.2,100956,50
22.18,100959,50
22.18,100955,50
22.18,100960,50
22.18,100953,50
22.19,100960,50
22.18,100953,50
22.18,100952,50
22.18,100953,50
22.18,100958,50
22.18,100957,50
22.18,100953,50
22.18,100960,50
22.18,100952,50
22.18,100952,50
22.18,100958,50
22.18,100957,50
22.18,100957,50
22.18,100954,50
22.19,100955,50
22.18,100954,50
22.2,100953,50
22.2,100956,50
22.18,100954,50
22.18,100951,50
22.2,100961,50
22.2,100956,50
22.2,100956,50
22.21,100957,50
22.2,100956,50
22.2,100957,50
22.2,100958,50
22.2,100958,50
22.2,100956,50
22.2,100956,50
22.2,100957,50
22.21,100960,50
22.2,100956,50
22.2,100957,50
22.2,100961,50
22.2,100959,50
22.21,100963,50
22.19,100955,50
22.21,100957,50
22.2,100950,50
22.21,100958,50
22.22,100962,50
22.21,100957,50
22.2,100957,50
22.21,100952,50
22.22,100956,50
22.22,100962,50
22.21,100961,50
22.21,100958,50
22.22,100948,50
22.22,100948,50
22.22,100959,50
22.22,100959,50
22.21,100944,50
22.21,100952,50
22.21,100955,50
22.22,100959,50
22.22,100956,50
22.22,100959,50
22.21,100957,50
22.22,100949,50
22.22,100956,50
22.22,100959,50
22.21,100958,50
22.22,100959,50
22.22,100956,50
22.22,100949,50
22.22,100956,50
22.23,100961,50
22.22,100954,50
22.23,100958,50
22.23,100950,50
22.23,100955,50
22.23,100958,50
22.22,100962,50
22.21,100953,50
22.22,100957,50
22.23,100955,50
22.22,100960,50
22.23,100958,50
22.22,100959,50
22.21,100952,50
22.23,100955,50
22.22,100954,50
22.22,100954,50
22.22,100949,50
22.22,100959,50
22.22,100948,50
22.22,100959,50
22.23,100955,50
22.23,100955,50
22.23,100961,50
22.23,100958,50
22.23,100958,50
22.22,100959,50
22.22,100962,50
22.23,100961,50
22.23,100961,50
22.24,100961,50
22.24,100962,50
22.22,100959,50
22.23,100950,50
22.24,100957,50
22.24,100962,50
22.23,100961,50
22.24,100952,50
22.23,100962,50
22.24,100951,50
22.24,100957,50
22.23,100961,50
22.23,100950,50
22.23,100959,50
22.23,100955,50
22.23,100959,50
22.23,100956,50
22.23,100955,50
22.24,100957,50
22.23,100961,50
22.23,100966,50
22.23,100961,50
22.22,100959,50
22.22,100959,50
22.23,100961,50
22.22,100965,50
22.22,100962,50
22.23,100964,50
22.23,100961,50
22.21,100958,50
22.22,100959,50
22.23,100961,50
22.21,100964,50
22.22,100962,50
22.22,100959,50
22.21,100960,50
22.21,100957,50
22.21,100960,50
22.2,100957,50
22.21,100963,50
22.21,100957,50
22.21,100960,50
22.2,100961,50
22.2,100961,50
22.21,100963,50
22.2,100967,50
22.2,100956,50
22.21,100963,50
22.2,100953,50
22.21,100957,50
22.21,100957,50
22.21,100963,50
22.2,100965,50
22.21,100957,50
22.2,100957,50
22.21,100963,50
22.21,100963,50
22.21,100957,50
22.22,100959,50
22.22,100959,50
22.22,100959,50
22.21,100957,50
22.21,100958,50
22.22,100959,50
22.22,100965,50
22.22,100959,50
22.22,100954,50
22.22,100959,50
22.22,100959,50
22.23,100961,50
22.23,100956,50
22.23,100955,50
22.23,100956,50
22.23,100958,50
22.24,100962,50
22.23,100951,50
22.24,100963,50
22.23,100959,50
22.24,100951,50
22.25,100959,50
22.24,100947,50
22.25,100961,50
22.24,100951,50
22.25,100964,50
22.25,100964,50
22.25,100964,50
22.25,100961,50
22.25,100959,50
22.25,100954,50
22.25,100953,50
22.25,100954,50
22.25,100948,50
22.26,100949,50
22.26,100955,50
22.26,100956,50
22.26,100956,50
22.26,100950,50
22.26,100960,50
22.27,100956,50
22.27,100956,50
22.26,100953,50
22.28,100955,50
22.27,100952,50
22.27,100955,50
22.27,100951,50
22.28,100958,50
22.27,100949,50
22.28,100958,50
22.27,100955,50
22.27,100957,50
22.28,100953,50
22.28,100958,50
22.29,100954,50
22.28,100953,50
22.27,100956,50
22.28,100955,50
22.27,100957,50
22.28,100964,50
22.28,100953,50
22.28,100955,50
22.29,100957,50
22.28,100964,50
22.28,100964,50
22.28,100964,50
22.28,100964,50
22.29,100957,50
22.29,100954,50
22.3,100959,50
22.29,100954,50
22.28,100956,50
22.3,100962,50
22.29,100961,50
22.29,100958,50
22.3,100959,50
22.29,100954,50
22.29,100958,50
22.3,100957,50
22.29,100955,50
22.29,100958,50
22.29,100955,50
22.3,100962,50
22.29,100955,50
22.31,100963,50
22.3,100953,50
22.3,100956,50
22.3,100956,50
22.3,100959,50
22.3,100956,50
22.3,100962,50
22.29,100961,50
22.3,100953,50
22.3,100962,50
22.29,100950,50
22.3,100956,50
22.31,100963,50
22.31,100958,50
22.3,100960,50
22.31,100961,50
22.31,100960,50
22.31,100958,50
22.32,100954,50
22.31,100958,50
22.32,100959,50
22.32,100960,50
22.32,100959,50
22.32,100959,50
22.32,100959,50
22.32,100959,50
22.33,100956,50
22.32,100954,50
22.33,100956,50
22.32,100960,50
22.32,100959,50
22.32,100951,50
22.33,100961,50
22.31,100953,49
22.32,100962,49
22.33,100956,50
22.32,100959,50
22.31,100959,49
22.32,100959,49
22.32,100954,50
22.32,100959,49
22.32,100965,49
22.32,100960,50
22.31,100959,49
22.32,100959,49
22.32,100960,50
22.31,100959,49
22.31,100952,49
22.32,100954,49
22.31,100963,49
22.31,100963,49
22.31,100959,49
22.31,100959,49
22.31,100955,49
22.31,100955,50
22.32,100959,50
22.31,100959,49
22.31,100964,50
22.32,100957,50
22.32,100959,50
22.32,100959,50
22.31,100959,50
22.32,100971,50
22.31,100959,50
22.31,100959,49
22.32,100959,50
22.3,100956,50
22.31,100960,50
22.3,100959,50
22.3,100956,50
22.29,100954,50
22.29,100957,50
22.3,100956,50
22.29,100958,50
22.3,100956,50
22.3,100962,50
22.29,100960,50
22.28,100965,50
22.28,100967,50
22.28,100958,50
22.28,100965,50
22.28,100965,50
22.27,100957,50
22.28,100958,50
22.27,100963,50
22.28,100955,50
22.28,100958,50
22.27,100963,50
22.27,100956,50
22.28,100958,50
22.28,100959,50
22.28,100964,50
22.27,100962,50
22.28,100953,50
22.27,100957,50
22.28,100958,50
22.28,100958,50
22.28,100953,50
22.28,100958,50
22.29,100965,50
22.28,100956,50
22.3,100962,50
22.3,100962,50
22.3,100967,50
22.3,100962,50
22.3,100959,49
22.3,100956,50
22.3,100962,50
22.3,100957,50
22.3,100968,50
22.29,100955,50
22.31,100960,50
22.3,100956,50
22.3,100962,50
22.3,100967,50
22.31,100963,50
22.31,100958,50
22.31,100960,50
22.3,100962,50
22.3,100956,50
22.3,100957,50
22.31,100963,50
22.31,100960,50
22.31,100960,50
22.31,100960,50
22.31,100963,50
22.31,100958,50
22.31,100970,50
22.31,100970,50
22.32,100962,50
22.31,100961,50
22.31,100958,50
22.31,100963,50
22.31,100961,50
22.31,100959,50
22.31,100953,50
22.31,100961,50
22.32,100959,50
22.32,100962,50
22.31,100960,50
22.31,100959,50
22.32,100957,50
22.31,100959,50
22.31,100958,50
22.32,100965,50
22.31,100963,50
22.3,100960,49
22.31,100960,50
22.3,100960,50
22.31,100969,50
22.3,100962,50
22.3,100957,50
22.3,100962,50
22.3,100959,50
22.31,100960,50
22.3,100962,50
22.3,100951,50
22.3,100962,50
22.31,100963,50
22.3,100959,50
22.31,100963,50
22.31,100958,50
22.31,100960,50
22.3,100959,50
22.3,100960,50
22.31,100955,50
22.32,100954,49
22.32,100960,50
22.32,100960,50
22.32,100959,50
22.32,100965,50
22.34,100960,50
22.32,100959,50
22.32,100965,50
22.33,100962,50
22.33,100967,50
22.33,100958,50
22.32,100959,50
22.33,100962,50
22.33,100962,49
22.33,100961,50
22.33,100961,50
22.32,100962,50
22.32,100962,49
22.32,100959,50
22.32,100965,50
22.32,100959,50
22.32,100965,50
22.32,100965,50
22.31,100958,50
22.3,100956,50
22.31,100970,50
22.32,100971,50
22.3,100959,50
22.31,100963,50
22.3,100962,50
22.3,100962,50
22.3,100960,50
22.29,100961,50
22.29,100961,50
22.3,100962,50
22.3,100959,50
22.3,100962,50
22.29,100965,50
22.3,100967,50
22.3,100967,50
22.3,100962,50
22.31,100969,50
22.3,100962,50
22.31,100969,50
22.32,100971,50
22.32,100962,50
22.32,100959,50
22.32,100963,50
22.34,100960,50
22.33,100961,50
22.32,100963,50
22.33,100964,50
22.32,100965,50
22.32,100966,50
22.33,100958,50
22.32,100965,50
22.32,100965,50
22.31,100959,50
22.31,100969,50
22.32,100965,49
22.32,100959,50
22.32,100962,50
22.31,100960,50
22.31,100970,50
22.32,100965,50
22.3,100962,50
22.31,100963,50
22.31,100959,50
22.31,100963,50
22.3,100954,50
22.3,100962,50
22.3,100957,50
22.3,100962,50
22.3,100973,50
22.3,100970,50
22.31,100963,50
22.31,100963,50
22.3,100962,50
22.3,100970,50
22.29,100961,50
22.3,100968,50
22.29,100968,50
22.29,100961,50
22.29,100954,50
22.29,100961,50
22.3,100962,50
22.29,100965,50
22.3,100967,50
22.3,100962,50
22.3,100956,50
22.3,100967,50
22.3,100956,50
22.3,100962,50
22.31,100960,50
22.31,100958,50
22.31,100958,50
22.32,100962,50
22.32,100962,50
22.31,100953,50
22.32,100965,50
22.32,100966,50
22.33,100967,50
22.32,100960,50
22.33,100961,50
22.33,100961,50
22.33,100961,50
22.34,100963,50
22.32,100966,50
22.33,100962,50
22.33,100961,50
22.33,100961,50
22.33,100961,50
22.33,100956,50
22.32,100965,50
22.31,100956,50
22.33,100961,50
22.33,100956,49
22.32,100963,49
22.33,100961,49
22.34,100966,50
22.34,100958,50
22.33,100958,50
22.34,100960,50
22.34,100964,50
22.35,100959,50
22.35,100970,50
22.36,100961,50
22.37,100962,50
22.36,100964,49
22.37,100968,50
22.37,100962,50
22.37,100965,50
22.39,100963,49
22.39,100964,49
22.39,100967,49
22.4,100956,49
22.4,100967,49
22.39,100960,49
22.39,100960,49
22.4,100963,49
22.39,100960,49
22.4,100959,49
22.4,100956,49
22.41,100958,49
22.41,100961,49
22.42,100965,49
22.41,100959,49
22.42,100963,49
22.42,100965,49
22.42,100961,49
22.43,100960,49
22.44,100958,49
22.45,100965,49
22.44,100964,49
22.44,100958,49
22.43,100962,49
22.43,100962,49
22.44,100958,49
22.44,100963,49
22.42,100961,49
22.43,100962,49
22.43,100967,49
22.42,100957,49
22.42,100963,49
22.43,100967,49
22.42,100963,49
22.42,100968,49
22.41,100958,49
22.42,100954,49
22.42,100963,49
22.41,100961,49
22.41,100964,49
22.4,100962,49
22.4,100966,49
22.4,100957,49
22.4,100963,49
22.41,100958,49
22.41,100955,49
22.41,100964,49
22.4,100959,49
22.4,100963,49
22.39,100960,49
22.39,100960,49
22.38,100965,49
22.39,100956,49
22.38,100959,49
22.39,100960,49
22.39,100955,49
22.39,100961,49
22.39,100966,49
22.4,100956,49
22.39,100956,49
22.39,100963,49
22.39,100966,49
22.4,100967,49
22.4,100967,49
22.41,100958,49
22.4,100956,49
22.41,100959,49
22.42,100965,49
22.43,100959,49
22.43,100967,49
22.42,100961,49
22.42,100960,49
22.42,100961,49
22.42,100965,49
22.42,100965,49
22.41,100964,49
22.41,100956,49
22.41,100959,49
22.42,100966,49
22.41,100961,49
22.41,100964,49
22.4,100968,49
22.4,100957,49
22.41,100964,49
22.41,100955,49
22.4,100963,49
22.41,100966,49
22.4,100960,49
22.42,100963,49
22.41,100958,49
22.41,100958,49
22.42,100965,49
22.41,100958,49
22.41,100965,49
22.42,100965,49
22.41,100959,49
22.41,100958,49
22.41,100953,49
22.41,100961,49
22.41,100955,49
22.42,100960,49
22.42,100960,49
22.43,100964,49
22.41,100962,49
22.41,100961,49
22.42,100960,49
22.42,100960,49
22.41,100956,49
22.42,100971,49
22.41,100964,49
22.41,100962,49
22.42,100961,49
22.42,100954,49
22.43,100964,49
22.42,100954,49
22.43,100967,49
22.42,100963,49
22.43,100962,49
22.43,100962,49
22.44,100958,49
22.44,100960,49
22.44,100963,49
22.44,100960,49
22.45,100959,49
22.46,100964,49
22.47,100957,49
22.49,100963,49
22.48,100959,49
22.47,100958,49
22.49,100961,49
22.5,100962,49
22.49,100961,49
22.5,100960,49
22.5,100960,49
22.51,100964,49
22.5,100963,49
22.5,100962,49
22.49,100961,49
22.49,100956,49
22.48,100962,49
22.48,100956,49
22.47,100963,49
22.47,100963,49
22.47,100963,49
22.47,100963,49
22.47,100961,49
22.47,100961,49
22.47,100968,49
22.47,100968,49
22.47,100957,49
22.47,100957,49
22.47,100960,49
22.46,100961,49
22.47,100963,49
22.47,100960,49
22.47,100957,49
22.47,100964,49
22.47,100963,49
22.47,100963,49
22.47,100963,49
22.46,100961,49
22.47,100966,49
22.46,100956,49
22.46,100956,49
22.46,100959,49
22.46,100959,49
22.46,100962,49
22.46,100962,49
22.46,100962,49
22.46,100956,49
22.46,100967,49
22.46,100961,49
22.46,100956,49
22.47,100963,49
22.47,100957,49
22.46,100964,49
22.47,100963,49
22.46,100962,49
22.45,100966,49
22.45,100960,49
22.46,100967,49
22.46,100961,49
22.48,100956,49
22.48,100964,49
22.48,100959,49
22.48,100964,49
22.49,100963,49
22.48,100959,49
22.48,100960,49
22.49,100961,49
22.5,100965,49
22.5,100963,49
22.5,100957,49
22.51,100962,49
22.5,100962,49
22.51,100961,49
22.5,100963,49
22.51,100958,49
22.51,100958,49
22.53,100973,49
22.53,100965,49
22.53,100962,49
22.53,100963,49
22.53,100963,49
22.54,100964,49
22.54,100969,49
22.53,100967,49
22.54,100958,49
22.54,100964,49
22.53,100960,49
22.53,100965,49
22.53,100967,49
22.53,100959,49
22.52,100960,49
22.52,100961,49
22.53,100968,49
22.53,100959,49
22.53,100967,49
22.52,100966,49
22.53,100962,49
22.52,100957,49
22.53,100959,49
22.53,100963,49
22.53,100962,49
22.53,100962,49
22.52,100960,49
22.52,100955,49
22.52,100955,49
22.53,100962,49
22.53,100962,49
22.53,100957,49
22.53,100962,49
22.54,100961,49
22.54,100961,49
22.54,100961,49
22.55,100963,49
22.54,100958,49
22.55,100966,49
22.55,100965,49
22.54,100962,49
22.54,100964,49
22.55,100968,49
22.55,100965,49
22.54,100961,49
22.54,100962,49
22.55,100968,49
22.55,100965,49
22.54,100959,49
22.55,100960,49
22.55,100960,49
22.55,100960,49
22.54,100962,49
22.54,100956,49
22.54,100959,49
22.55,100960,49
22.55,100951,49
22.56,100959,49
22.55,100963,49
22.55,100963,49
22.55,100965,49
22.56,100961,49
22.55,100963,49
22.55,100965,49
22.54,100962,49
22.56,100961,49
22.56,100964,49
22.56,100959,49
22.57,100955,49
22.56,100957,49
22.58,100962,49
22.57,100964,49
22.58,100959,49
22.59,100961,49
22.59,100962,49
22.6,100957,49
22.6,100963,49
22.6,100963,49
22.61,100962,49
22.6,100958,49
22.6,100961,49
22.6,100961,49
22.6,100961,49
22.61,100964,49
22.6,100965,49
22.6,100969,49
22.6,100969,49
22.61,100962,49
22.6,100964,49
22.61,100962,49
22.59,100961,49
22.6,100965,49
22.6,100960,49
22.61,100964,49
22.6,100968,49
22.61,100964,49
22.61,100970,49
22.6,100963,49
22.61,100959,49
22.62,100955,49
22.62,100963,49
22.62,100961,49
22.62,100961,49
22.62,100966,49
22.62,100961,49
22.63,100968,49
22.64,100958,49
22.64,100961,49
22.64,100959,49
22.63,100963,49
